Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Chassin 1986,1986,PUB,25735213,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: obstetrics</p><p>N health professionals: 1483</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: Education + A&amp;F</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>,
Cheater 2006,2006,PUB,25735215,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: NA</p><p>N health professionals: 176</p><p>N patients: 1078</p>,<p>Number of arms: 4</p><p>Description of groups: Control 1: educational materials; Control 2: educational outreach; Intervention 1: A&amp;F; Intervention 2: A&amp;F + educational outreach</p>,"<p>Clinical behaviour category: screening, prescribing, testing/exams, diagnosis, treatment decision/action, counselling, referrals</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: specific</p>",
Clarke 2020,2020,PUB,25735217,<p>Design: parallel cluster-RCT</p>,<p>Country: Germany/Ireland/Italy</p><p>Setting: hospital inpatient</p><p>Speciality: obstetrics</p><p>N health professionals: NR</p><p>N patients: 1956</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: patient education session +  clinician education session + access to optional online educational resources and mobile/computer applications + appointment of midwife and obstetric opinion leaders + A&amp;F + joint discussion by women and clinicians</p>,<p>Clinical behaviour category: treatment decision/action</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: not reported</p>,
Clyne 2015,2015,PUB,25735219,<p>Design: parallel cluster-RCT</p>,<p>Country: Ireland</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 196</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention 1: academic detailing with a pharmacist + A&amp;F + tailored patient information leaflets; Intervention 2: usual care + A&amp;F</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Colón-Emeric 2007,2007,PUB,25735221,<p>Design:parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: nursing homes</p><p>Speciality: NA</p><p>N health professionals: NR</p><p>N patients: 606</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + education (modules) + teleconferences + academic detailing + printed educational material</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: Variable</p><p>Instructions for improvement: general</p>,
Coma 2019,2019,PUB,25735223,<p>Design: parallel cluster-RCT</p>,"<p>Country: Spain</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 6600</p><p>N patients: 645,845</p>",<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F; Intervention 2: A&amp;F + chart alerts </p>,"<p>Clinical behaviour category: screening, prescribing, testing/exams, counselling, immunisation</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: computerised search of charts</p><p>Frequency: monthly/weekly</p><p>Instructions for improvement: general</p>",
Crotty 2004,2004,PUB,25735225,<p>Design: parallel cluster-RCT</p>,<p>Country: Australia</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 98</p><p>N patients: 715</p>,<p>Number of arms: 2</p><p>Description of groups: Control: audit of clinical practice but no feedback; Intervention: academic detailing + A&amp;F + pharmacist visit</p>,"<p>Clinical behaviour category: prescribing, treatment decision/action</p><p>Format of Audit &amp; Feedback: verbal (didactic)</p><p>Source: manual chart review</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: general</p>",
Cundill 2015,2015,PUB,25735227,<p>Design: parallel cluster-RCT</p>,"<p>Country: Tanzania</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 104</p><p>N patients: 44,121</p>","<p>Number of arms: 3</p><p>Description of groups: Control: standard training; Intervention 1:  A&amp;F SMS +
standard training + workshop + SMS reminders; Intervention 2: A&amp;F SMS +
standard training + workshop + patient education materials + SMS reminders</p>","<p>Clinical behaviour category: prescribing, testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data, patient-reported data</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>",
Curtis 2005,2005,PUB,25735229,<p>Design: Parallel Cluster-RCT</p>,<p>Country: USA</p><p>Setting: managed care organisation - primary care clinics and specialised rheumatology clinics</p><p>Speciality: GP/family/internal medicine</p><p>N health professionals: 101</p><p>N patients: 680</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational materials (literature &amp; webblink)</p>,"<p>Clinical behaviour category: prescribing, testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>",
Curtis 2007,2007,PUB,25735231,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 153</p><p>N patients: 949</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + educational modules + QI toolbox</p>,"<p>Clinical behaviour category: testing/exams, prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: general</p>",
Curtis 2011,2011,PUB,25735233,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: ICU</p><p>N health professionals: 309</p><p>N patients: 2318</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + education + local champion </p>,"<p>Clinical behaviour category: treatment decision/action, counselling</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review, patient-reported data</p><p>Frequency: once</p><p>Instructions for improvement: general</p>",
DeVore 2015,2015,PUB,25735235,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: cardiology</p><p>N health professionals: NR</p><p>N patients: 71,829</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F  + teleconferences/webinars</p>,"<p>Clinical behaviour category: prescribing, testing/exams, treatment decision/action, counselling, immunisation</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: administrative/billing data</p><p>Frequency: quarterly</p><p>Instructions for improvement: specific</p>",
Diamantouros 2017,2017,PUB,25735237,<p>Design: step wedge</p>,<p>Country: Canada</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: NR</p><p>N patients: 720</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F + order sets + reminders + clinician education + guidelines</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: general</p>,
Dijkstra 2005,2005,PUB,25735239,<p>Design: parallel cluster-RCT</p>,<p>Country: Netherlands</p><p>Setting: hospital outpatient clinic</p><p>Speciality: internal medicine</p><p>N health professionals: 42</p><p>N patients: 769</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: A&amp;F+ clinician education + patient education </p>,"<p>Clinical behaviour category: testing/exams, counselling, referrals</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: manual chart review, patient-reported data</p><p>Frequency: once</p><p>Instructions for improvement: general</p>",
Dormuth 2012,2012,PUB,25735241,<p>Design: parallel cluster-RCT</p>,"<p>Country: Canada</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 2725</p><p>N patients: 2,117,959</p>",<p>Number of arms: 2</p><p>Description of groups: Intervention 1: A&amp;F + evidence-based messages; Intervention 2: delayed audit &amp; feedback + evidence-based messages</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: once</p><p>Instructions for improvement: general</p>,
Dreischulte 2016,2016,PUB,25735243,<p>Design: step wedge</p>,"<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 66,394</p>",<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: clinician education + financial incentives + A&amp;F</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: both written and verbal</p><p>Source: computerised search of charts</p><p>Frequency: variable</p><p>Instructions for improvement: specific</p>,
Dudzinski 2016,2016,PUB,25735245,<p>Design: parallel cluster-RCT</p>,"<p>Country: USA</p><p>Setting: cardiology clinic</p><p>Speciality: cardiology</p><p>N health professionals: 66</p><p>N patients: 16,025</p>",<p>Number of arms: 2</p><p>Description of groups: Control: education (lecture); Intervention: A&amp;F + education</p>,"<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review, computerised search of charts</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>",
Eccles 2001,2001,PUB,25735247,<p>Design: parallel cluster-RCT</p>,<p>Country: UK</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: NR</p><p>N patients: 1693</p>,<p>Number of arms: 4</p><p>Description of groups: Control 1: no intervention; Control 2: reminders; Intervention 1:  A&amp;F; Intervention 2:  A&amp;F + reminders</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: semi-annually</p><p>Instructions for improvement: general</p>,
Elouafkaoui 2016,2016,PUB,25735249,<p>Design: factorial</p>,<p>Country: Scotland</p><p>Setting: dental clinic</p><p>Speciality: NA</p><p>N health professionals: NR</p><p>N patients: 2142</p>,<p>Number of arms: 9</p><p>Description of groups: Control: No feedback; Intervention: AF with various components to dentists about antibiotics</p>,<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: administrative/billing data</p><p>Frequency: semi-annually</p><p>Instructions for improvement: general&nbsp;</p>,
Eltayeb 2005,2005,PUB,25735251,<p>Design: parallel cluster-RCT</p>,<p>Country: Sudan</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 37</p><p>N patients: 60</p>,"<p>Number of arms: 4</p><p>Description of groups: Control: no intervention; Intervention 1: A&amp;F; Intervention 2: A&amp;F +
guidelines + education (seminars); Intervention 3: A&amp;F + guidelines + academic detailing </p>",<p>Clinical behaviour category: prescribing</p><p>Format of Audit &amp; Feedback: written</p><p>Source: manual chart review</p><p>Frequency: monthly</p><p>Instructions for improvement: general</p>,
Estrada 2011,2011,PUB,25735253,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: primary care</p><p>Speciality: GP/family</p><p>N health professionals: 205</p><p>N patients: 1182</p>,<p>Number of arms: 2</p><p>Description of groups: Intervention: A&amp;F + education + guidelines + reminders; Control: education + guidelines</p>,<p>Clinical behaviour category: screening</p><p>Format of Audit &amp; Feedback: electronic dashboard</p><p>Source: manual chart review</p><p>Frequency: not reported/not applicable</p><p>Instructions for improvement: general</p>,
Everett 1983,1983,PUB,25735256,<p>Design: parallel cluster-RCT</p>,<p>Country: USA</p><p>Setting: hospital inpatient</p><p>Speciality: internal medicine</p><p>N health professionals: 30</p><p>N patients: NR</p>,<p>Number of arms: 2</p><p>Description of groups: Control: no intervention; Intervention: educational materials + A&amp;F</p>,<p>Clinical behaviour category: testing/exams</p><p>Format of Audit &amp; Feedback: verbal (interactive)</p><p>Source: manual chart review</p><p>Frequency: bi-weekly</p><p>Instructions for improvement: co-developed plans</p>,
