Study,Year,Data source,ID: CRS,Char: Methods,Char: Participants,Char: Interventions,Char: Outcomes,Char: Notes
Malathi 2015,2015,PUB,26536836,<p>2-arm active-controlled randomised trial</p>,"<p>50 women</p><p>Inclusion criteria: women who had ruptured membranes at over 37 weeks of gestation, with a singleton fetus in cephalic presentation, and who were not in labour.</p><p>Exclusion criteria: women in labour or if there was any contraindication for induction of labour, previous caesarean section, antepartum haemorrhage, congenital anomalies or intrauterine death, as well as medical conditions such as heart disease, uncontrolled diabetes mellitus, or severe pre-eclampsia.</p>",<p>Vaginal dinoprostone Vs Vaginal misoprostol</p>,"<p>Mode of delivery, side effects, and APGAR score.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Mazhar 2000,2000,PUB,26536838,<p>3-arm active-controlled randomised trial</p>,"<p>307 women</p><p>Eligibility criteria: women requiring induction of labour at term, were randomized to one of the three following modes of induction</p>",<p>Vaginal dinoprostone Vs Balloon catheter Vs intracervical Foley catheter with extraamniotic saline infusion (EASI)</p>,"<p>Bishop score, time from induction to delivery, and mode of delivery.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Mbaluka 2014,2014,PUB,26536840,<p>2-arm active-controlled randomised trial</p>,<p>83 women</p><p>Eligibility criteria: women with pre-labour rupture of membranes at term (≥ 37 weeks) without an indication for caesarean section</p>,<p>20 µg titrated oral misoprostol Vs Oxytocin</p>,"<p>Time from induction to delivery, mode of delivery, uterine rupture, uterine hyperstimulation, APGAR score, perinatal death, and oxytocin augmentation.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
McQueen 1990,1990,PUB,26536842,<p>2-arm active-controlled randomised trial</p>,"<p>50 women</p><p>Eligibility criteria: primigravid women with a gestational age of at least 37 weeks, uncomplicated pregnancy, membranes ruptured between 2 and 12 hours, clear amniotic fluid, cephalic presentation, no regular uterine activity, a modified Bishop score of 5 or less, and a reactive cardiotocogram.</p>",<p>Vaginal dinoprostone Vs Oxytocin</p>,"<p>Time from induction to delivery, mode of delivery, blood loss, and APGAR score.</p>","<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
Mehta 2020,2020,PUB,26536844,<p>2-arm active-controlled randomised trial</p>,"<p>100 women</p><p>Inclusion criteria: intrauterine pregnancy beyond 37 weeks gestation, vertex presentation, clinically adequate pelvis, unfavourable cervix with a Bishop score of less than 6, reactive non-stress test, and absence of uterine contractions.</p><p>Exclusion criteria: malpresentation, uterine contractions of three or more per ten minutes, cephalopelvic disproportion, favourable cervix with a Bishop score greater than 6, preterm pregnancy less than 37 weeks, previous scarred uterus, multiple gestation, placenta previa, non-reactive non-stress test, contraindication to vaginal delivery, hypersensitivity to prostaglandins, grand multipara, intrauterine fetal demise, and congenital malformations of the foetus.</p>",<p>25 µg vaginal misoprostol Vs 25 µg oral misoprostol</p>,"<p>Mode of delivery, time from induction to delivery, uterine hyperstimulation, uterine rupture, and APGAR score.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Miller 1991,1991,PUB,26536846,<p>2-arm active-controlled randomised trial</p>,<p>40 women</p><p>Eligibility criteria: pregnant women at term or beyond (38 to 43 weeks) who required induction of labor in spite of an unfavorable cervix (Bishop score ≤ 4).</p>,<p>Vaginal dinoprostone Vs Controlled-release dinoprostone vaginal pessary</p>,"<p>Uterine activity, mode of delivery, oxytocin augmentation, uterine hyperstimulation, adverse maternal or fetal outcomes, and APGAR score.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Mittal 2015,2015,PUB,26536849,<p>2-arm active-controlled randomised trial</p>,"<p>200 women</p><p>Inclusion criteria: primiparous women with a live singleton pregnancy, gestational age over 37 weeks with obstetric or medical indications for induction, unfavourable cervix with a Bishop score of 6 or less, cephalic presentation, reactive foetal heart rate pattern, and intact membranes.</p><p>Exclusion criteria: a previous uterine incision, allergy to prostaglandins, uterine contractions of three or more in 10 minutes, maternal cardiac, asthma, renal, or hepatic disease, patients on magnesium sulphate therapy, and patients with fetal growth restriction, oligohydramnios, or leaking or bleeding per vagina.</p>",<p>25 µg oral misoprostol Vs 25 µg vaginal misoprostol</p>,"<p>Mode of delivery, oxytocin augmentation, time from induction to delivery, uterine hyperstimulation, sied effects, APGAR score, and maternal satisfaction.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Moghtadaei 2008,2008,PUB,26536852,<p>2-arm placebo-controlled randomised trial</p>,<p>240 women</p><p>Eligibility criteria: women of at least 41 weeks gestation with a bishop score &lt; 5.</p>,<p>60 mg nitric oxide donor Vs Placebo</p>,<p>Mode of delivery and side effects.</p>,<p>Unable to find contact of authors to confirm unclear information.</p>
Mohd Faizal 2015,2015,PUB,26536854,<p>2-arm active-controlled randomised trial</p>,"<p>60 women</p><p>Inclusion criteria: women aged 18 years or older with a gestational age of 37 weeks or more, a singleton pregnancy in cephalic presentation, a reassuring fetal status, and a Bishop score of 6 or less.</p><p>Exclusion criteria: rupture of membranes, intrauterine death, polyhydramnios (amniotic fluid index ≥ 20), placenta previa, twin pregnancy, other contraindications for induction of labour, and inability to provide written consent or comply with the protocol requirements.</p>",<p>Balloon catheter Vs Osmotic cervical dilator</p>,"<p>Bishop score, mode of delivery, time from induction to delivery, uterine rupture, and postpartum haemorrhage.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Moise 1991,1991,PUB,26536857,<p>3-arm active-controlled randomised trial</p>,<p>88 women</p><p>Eligibility criteria: women with Bishop score &lt; 5.</p>,<p>Intracervical dinoprostone Vs Osmotic cervical dilator Vs Oxytocin</p>,"<p>Bishop score, mode of delivery, and complications.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Morgan-Ortiz 2002,2002,PUB,26536859,<p>3-arm active-controlled randomised trial</p>,"<p>107 women</p><p>Inclusion criteria: term women, singleton pregnancy, cephalic presentation, premature rupture of membranes, with a Bishop score ≤ 4.</p><p>Exclusion criteria: acute fetal distress, an estimated weight equal to or greater than 4,000 g, placenta previa, cord prolapse, fever, and diarrhoea.</p>",<p>50 µg vaginal misoprostol plus oxytocin Vs Oxytocin Vs 50 µg vaginal misoprostol&nbsp;</p>,"<p>Oxytocin augmentation, uterine hyperstimulation, side effects, and vaginal delivery within 24 hours.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Mosquera 1999,1999,PUB,26536861,<p>2-arm active-controlled randomised trial</p>,"<p>93 women</p><p>Inclusion criteria: prolonged amenorrhea of 42 or more weeks confirmed by menstrual history or ultrasound assessment in early gestation, a Bishop score of ≤ 4, and the presence of a single live fetus in cephalic presentation.</p><p>Exclusion criteria: regular uterine contractions, premature rupture of membranes, placenta praevia or placental abruption, previous uterine surgery, foetal distress clinically or electronically diagnosed, foetal malformations, multiple foetuses, and foetal demise.</p>",<p>Oxytocin Vs 50 µg vaginal misoprostol</p>,"<p>Mode of delivery, uterine hyperstimulation, and APGAR score.</p>","<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
Mostaghel 2009,2009,PUB,26536863,<p>2-arm placebo-controlled randomised trial</p>,<p>44 women</p><p>Eligibility criteria: women with gestational age at 40 weeks</p>,<p>25 µg vaginal misoprostol Vs Placebo</p>,"<p>Time from induction to delivery, uterine hyperstimulation, fetal distress, APGAR score, and side effects.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Movahed 2016,2016,PUB,26536865,<p>3-arm active-controlled randomised trial</p>,"<p>75 women</p><p>Inclusion criteria: nulliparous women with gestational age of ≥39 weeks and Bishop score of less than four.</p><p>Exclusion criteria: 1) vaginal bleeding; 2) rupture of membranes; 3) active genital herpes infection; 4) history of myomectomy; 5) non-reassuring fetal heart rate patterns, and 6) history of cardiac disease.</p>",<p>Nitric oxide donor Vs Osmotic cervical dilator Vs Balloon catheter</p>,<p>Time from induction to delivery and Bishop score</p>,<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Muhammad 2013,2013,PUB,26536867,<p>2-arm active-controlled randomised trial</p>,"<p>140 women</p><p>Inclusion criteria: women requiring induction, having gestational age ≥37 weeks, singleton pregnancy with cephalic presentation, bishop score ≤6 and reassuring fetal heart rate tracing.</p><p>Exclusion criteria: women with ruptured membranes, previous caesarean section/uterine scar, placental abruption/placenta praevia, fetal congenital anomalies and any contraindications to the use of prostaglandins.</p>",<p>50 µg vaginal misoprostol Vs Vaginal dinoprostone</p>,"<p>Oxytocin augmentation, time from induction to delivery, and mode of delivery.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Nacharaju 2014,2014,PUB,26536869,<p>2-arm active-controlled randomised trial</p>,<p>Number of participants: no information</p><p>Eligibility criteria: women with prelabour rupture of membranes at term gestation.</p>,<p>50 µg oral misoprostol Vs Oxytocin</p>,"<p>Time from induction to delivery, mode of delivery, maternal and neonatal complications.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Natale 1994,1994,PUB,26536871,<p>2-arm controlled randomised trial</p>,"<p>262 women</p><p>Inclusion criteria: women with premature rupture of membranes confirmed at ≥37 completed weeks gestation, as evidenced by obvious pooling of amniotic fluid during sterile speculum examination. Eligible participants had no additional risks aside from previous cesarean birth or breech presentation (frank or complete).</p><p>Exclusion criteria: meconium staining of the amniotic fluid, diabetes (gestational or overt), preeclampsia, malpresentation (footling or incomplete breech, not frank breech), intrauterine growth restriction, patients transferred from other centres, known placenta previa or active vaginal bleeding, cervical dilatation &gt; 3 cm and effacement &gt; 80%, active herpes, and known group B streptococci-positive patients.</p>",<p>Oxytocin Vs Expectant management</p>,<p>Mode of delivery and neonatal intensive care unit admission.</p>,"<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
NCT01139801,2010,PUB,26536875,<p>2-arm active-controlled randomised trial</p>,"<p>50 women</p><p>Inclusion criteria: women with a singleton gestation, a live intrauterine pregnancy, and undergoing an indicated induction of labour. Additionally, participants must have a cervical Bishop score of ≤5 on initial examination and no medical or obstetrical contraindications to induction of labour.</p><p>Exclusion criteria: women experiencing two or more painful contractions within a 10-minute window over two consecutive 10-minute periods. Additionally, individuals with contraindications specified by the manufacturer for misoprostol or oxytocin are excluded from the study.</p>",<p>Balloon catheter plus oxytocin Vs 25 µg vaginal misoprostol</p>,<p>Time from induction to delivery and mode of delivery</p>,<p>Recruitment status: completed</p><p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
NCT01736852,2012,PUB,26536877,<p>2-arm active-controlled randomised trial</p>,"<p>129 women</p><p>Inclusion criteria: women with premature rupture of membranes (PROM) who have not yet progressed into active labour.</p><p>Exclusion criteria: contraindications to vaginal delivery or labour induction, abnormal fetal heart-rate patterns, maternal heart disease, severe maternal hypertension, and pelvic structural abnormalities.</p>",<p>Balloon catheter plus oxytocin Vs Oxytocin</p>,<p>Time from induction to delivery and chorioamnionitis</p>,<p>Recruitment status: completed</p><p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
NCT01962831,2013,PUB,26536879,<p>2-arm active-controlled randomised trial</p>,"<p>41 women</p><p>Inclusion criteria: obese participants (BMI &gt;30 before 20 weeks gestational age) with singleton pregnancies, vertex presentation, Bishop Score &lt;6, intact membranes, gestational age between 37+0 to 42+0 weeks, and normal fetal heart tracing upon admission for ripening.</p><p>Exclusion criteria: induction of labour for intrauterine fetal demise, intrauterine growth restriction, suspected abruption at the start of induction, and any contraindication for a vaginal delivery.</p>",<p>Balloon catheter Vs Vaginal dinoprostone</p>,"<p>Time from induction to delivery, vaginal deliveries within 24 hours, mode of delivery, chorioamnionitis, oxytocin augmentation, neonatal intensive care unit admission, and APGAR score.</p>",<p>Recruitment status: completed</p><p>Unable to find contact of authors to confirm unclear information.</p>
NCT02196103,2014,PUB,26536881,<p>2-arm controlled randomised trial</p>,"<p>200 women</p><p>Inclusion criteria: women diagnosed with premature rupture of membranes (PROM) after 34 weeks of gestation, confirmed by clinical assessment and a positive Nitrazine test within 24 hours prior to enrolment. Additionally, they must have an unripe cervix upon speculum examination, a singleton pregnancy in vertex presentation, absence of significant and regular uterine contractions, and no history of previous cesarean section. Moreover, willingness to comply with the study protocol and signed informed consent are required for participation.</p><p>Exclusion criteria: women with contraindications for vaginal delivery, such as placenta previa or non-vertex presentation, as well as those experiencing regular uterine contractions. Additionally, exclusion applies to those diagnosed with rupture of membranes over 24 hours prior to study inclusion, evidence of chorioamnionitis, suspected placental abruption or significant hemorrhage, and non-reassuring fetal status requiring immediate intervention.</p>",<p>Balloon catheter Vs Expectant management</p>,"<p>Vaginal delivery, haemorrhage, uterine atony, fetal distress, and maternal satisfaction</p>",<p>Recruitment status: unknown</p><p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
NCT02314728,2014,PUB,26536883,<p>2-arm active-controlled randomised trial</p>,"<p>230 women</p><p>Inclusion criteria: pregnant women diagnosed with premature rupture of membranes (PROM) without signs of active labor necessitating induction. Eligibility extends to those beyond 34 weeks gestational age, with a Bishop score below 6, and demonstrating Category I fetal heart rate tracing.</p><p>Exclusion criteria: women with contraindications to induction of labor, those carrying multiple gestations, and cases of fetal anomalies. Additionally, individuals with a history of previous caesarean sections and HIV-positive status are excluded from the study.</p>",<p>25 µg vaginal misoprostol Vs Oxytocin</p>,"<p>Caesarean section, maternal and neonatal infectious morbidity, estimated blood loss, neonatal intensive care unit admission, and Apgar score less than 7 at 5 minutes.</p>",<p>Recruitment status: completed</p><p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
NCT02465164,2015,PUB,26536885,<p>2-arm active-controlled randomised trial</p>,"<p>26 women</p><p>Inclusion criteria: singleton pregnancy, reassuring fetal status at the time of presentation, and a Bishop Score of less than 6.</p><p>Exclusion criteria: a closed cervix, breech presentation, multiple gestations, recent vaginal bleeding, placenta previa, non-reassuring fetal status, and active genital herpes infection.</p>",<p>Ballon catheter Vs Balloon catheter plus oxytocin</p>,<p>Time from induction to delivery.</p>,<p>Recruitment status: completed</p><p>Unable to find contact of authors to confirm unclear information.</p>
NCT02720978,2016,PUB,26536887,<p>2-arm active-controlled randomised trial</p>,"<p>1,200 women</p><p>Inclusion criteria: women with a Bishop score lower than 7 and ruptured membranes, starting from pregnancy week 34 onward. Singleton pregnancies with verified fetal monitoring and normal maternal temperature below 37.8°C are considered. Additionally, participants without vaginal bleeding, suspected placental separation, or contractions occurring less than 3 in 10 minutes are eligible. All participants must provide signed consent for inclusion in the study.</p><p>Exclusion criteria: multiple pregnancies and maternal age below 18 or over 42. Additionally, individuals in active labor or experiencing contractions more frequently than 3 in 10 minutes or cervical dilation of 2 cm or more are excluded. Lack of consent to participate in the study is also grounds for exclusion.</p>",<p>Oxytocin Vs Vaginal dinoprostone</p>,<p>Time from induction to delivery and time from rupture of membrane to delivery.</p>,<p>Recruitment Status: unknown</p><p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
NCT03863392,2019,PUB,26536889,<p>2-arm active-controlled randomised trial</p>,"<p>100 women</p><p>Inclusion criteria: primigravida or primipara, pregnancies between 36 and 42 weeks of gestation, a live singleton fetus in cephalic presentation, no history of uterine surgery, clinically adequate pelvis, modified Bishop's score &lt;5, and a reactive non-stress test (NST).</p><p>Exclusion criteria: known hypersensitivity or contraindications to oral misoprostol due to uterine surgery, any antenatal medical complications, a situation requiring lower segment cesarean section (LSCS) such as fetal distress, a non-reactive non-stress test (NST), and patient's refusal to give consent.</p>",<p>20 µg oral misoprostol Vs 25 µg vaginal misoprostol</p>,<p>Time from induction to delivery.</p>,<p>Recruitment status: completed</p><p>Unable to find contact of authors to confirm unclear information.</p>
NCT04028765,2019,PUB,26536891,<p>2-arm active-controlled randomised trial</p>,"<p>155 women</p><p>Inclusion criteria: English-speaking individuals with premature rupture of membranes of 24 hours or less without evidence of labor, gestational age of 36 weeks or more, and agreement for induction of labor. Additionally, nulliparous women with singleton pregnancies, vertex presentation, cervical dilation of 2 cm or less, and a Bishop score less than 8 are included.</p><p>Exclusion criteria: women with a prior cesarean section, other contraindications to vaginal delivery, intrauterine fetal demise, major congenital anomalies, and intraamniotic infection diagnosed at the time of admission. Additionally, those between 36 weeks and 36 weeks and 6 days with unknown GBS status are excluded.</p>",<p>50 µg oral misoprostol Vs Oxytocin</p>,"<p>Time from induction to delivery, infection, time from PROM to delivery, time from induction to vaginal delivery, time from PROM to vaginal delivery, caesarean delivery, and maternal and neonatal morbidity.</p>",<p>Recruitment status: recruiting</p><p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
NCT04478942,2020,PUB,26536893,<p>2-arm active-controlled randomised trial</p>,"<p>Inclusion criteria: early term to late term pregnancy (gestational age &gt;37 weeks and 0 days and &lt;42 weeks and 0 days), as well as late preterm pregnancy (34 weeks and 0 days and &lt;37 weeks). Confirmed rupture of membranes is determined by either a sterile speculum exam or AmniSure. Additionally, participants must have a simplified Bishop Score ≤ 6, be over 18 years old, have a singleton gestation, and have gestational age dating confirmed by certain last menstrual period or ultrasound performed prior to 20 weeks gestational age.</p><p>Exclusion criteria: women with any signs of potential infection within the amniotic sac (the sac surrounding the baby). Additionally, those who have previously delivered via cesarean section or who lack reliable dating methods for their pregnancy are not eligible. The study also cannot include women unable to provide informed consent in their native language or with known bleeding disorders like von Willebrand's disease or hemophilia. Finally, women who have been taking blood-thinning medications within 24 hours of their expected delivery cannot participate.</p>",<p>50 µg oral misoprostol Vs Oxytocin</p>,"<p>Time from induction to vaginal delivery, postpartum haemorrhage, infection, endometritis, and maternal satisfaction.</p>",<p>Recruitment status: recruiting</p><p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
NCT04482881,2020,PUB,26536895,<p>3-arm active-controlled randomised trial</p>,"<p>130 women</p><p>Inclusion criteria: a single vertex presentation and a gestational age exceeding 37 weeks calculated from either the last menstrual period or ultrasound scanning.</p><p>Exclusion criteria: women with rupture of membranes, previous uterine scar, fetal malpresentation, and multiple pregnancies.</p>",<p>40 mg nitric oxide donor Vs 60 mg nitric oxide donor Vs misoprostol</p>,<p>Active phase of labour within 24 hours&nbsp;</p>,<p>Recruitment status: unknown</p><p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Nguyen 2012,2012,PUB,26536897,<p>2-arm active-controlled randomised trial</p>,"<p>1208 women</p><p>Eligibility criteria: premature rupture of membranes women with single, live and cephalic presentation at completed 37 weeks of gestation or more, without sign of chorioamnionitis</p>",<p>50 µg sublingual misoprostol Vs Oxytocin</p>,"<p>Mode of delivery, vaginal delivery within 24 hours, excessive uterine activity, fetal distress, and neonatal outcomes</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Nicoll 2001,2001,PUB,26536899,<p>3-arm controlled randomised trial</p>,"<p>24 women</p><p>Inclusion criteria: primigravid women who were to undergo induction of labour.</p><p>Exclusion criteria: cervix with a Bishop score &gt;7, multiple pregnancies, history of unexplained antepartum haemorrhage, pregnancy-induced hypertension or preeclampsia, breech presentation, fetal abdominal circumference at &lt;5th percentile for gestational age, amniotic fluid index at &lt;5th percentile for gestational age, history of cardiorespiratory illness, history of headache, or unreactive fetal cardiotocographic findings.</p>",<p>20 mg nitric oxide donor Vs 40 mg nitric oxide donor Vs Expectant management</p>,"<p>Mode of delivery, time from induction to delivery, APGAR score, and neonatal intensive care unit admission.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Nigam 2004,2004,PUB,26536901,<p>2-arm active-controlled randomised trial</p>,"<p>70 women</p><p>Inclusion criteria: term-pregnant women (37–42 weeks gestation)</p><p>Exclusion criteria: cervix favourable for amniotomy (Bishop score &gt;6), non-vertex presentation, intrauterine demise, previous uterine scar, oligohydramnios, intrauterine growth retardation, multifetal pregnancy, clinical evidence of cardiopulmonary/hepatic/renal disease, electrolyte abnormalities, pre-eclampsia/eclampsia</p>",<p>50 µg oral misoprostol Vs Oxytocin</p>,"<p>Time from induction to delivery, delivery within 24 hours, mode of delivery, fetal distress, APGAR score, and neonatal intensive care unit admission.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Niromanesh 2003,2003,PUB,26536903,<p>2-arm active-controlled randomised trial</p>,"<p>90 women</p><p>Inclusion criteria: Bishop scores of less than 5, maternal age between 20 and 30 years, gravidity of 1 to 3, parity of 1 to 2, less than six contractions per hour, and singleton pregnancy.</p><p>Exclusion criteria: a history of preterm labour, antepartum bleeding, low-lying placenta, previous cesarean deliveries, active herpes simplex infection, acute polyhydramnios or oligohydramnios, high blood pressure, gestational age less than 40 weeks, and any chronic condition or contraindication for the use of prostaglandin. Additionally, all patients underwent complete blood cell counts upon admission to the maternity clinic.</p>",<p>Balloon catheter Vs Vaginal dinoprostone</p>,"<p>Bishop score, time from induction to delivery, mode of delivery, uterine hyperstimulation, and APGAR score.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Noor 2015,2015,PUB,26536905,<p>2-arm active-controlled randomised trial</p>,"<p>104 women</p><p>Inclusion criteria: a singleton pregnancy with cephalic presentation, gestational age greater than 37 weeks based on either the last menstrual period or first-trimester ultrasonography, intact membranes, an unfavourable cervix (Bishop score ≤ 4), and imminent delivery due to fetal or maternal indication.</p><p>Exclusion criteria: rupture of membranes, chorioamnionitis, antepartum haemorrhage, cervical dilation greater than 2.5 cm, maternal temperature exceeding 38°C, contracted pelvis, fetal distress, polyhydramnios, indication for immediate delivery, and a history of previous caesarean section or other uterine surgeries.</p>",<p>25 µg vaginal misoprostol Vs Balloon catheter</p>,"<p>Time from induction to delivery, mode of delivery, oxytocin augmentation, uterine hyperstimulation, APGAR score, and neonatal intensive care unit admission</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Norzilawati 2010,2010,PUB,26536907,<p>2-arm active-controlled randomised trial</p>,<p>130 women</p><p>Eligibility criteria: primigravidea with uncomplicated pregnancy who warranted an induction of labour</p>,<p>50 µg vaginal misoprostol Vs Vaginal dinoprostone</p>,"<p>Time from induction to delivery, mode of delivery, maternal complications, fetal distress, and tachysystole.</p>",<p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Nunes 1999,1999,PUB,26536909,<p>2-arm active-controlled randomised trial</p>,"<p>189 women</p><p>Inclusion criteria: singleton term pregnancies, Bishop score of ≤5, and a fetal heart rate (FHR) monitoring tracing considered reassuring.</p><p>Exclusion criteria: multiple pregnancies, parity of &gt;4, polyhydramnios, breech presentation, probable cephalopelvic disproportion, previous uterine scar or perforation, allergy to prostaglandins, previous fetal death, fetal growth restriction, and vaginal bleeding in the second half of pregnancy.</p>",<p>Vaginal dinoprostone Vs 50 µg vaginal misoprostol</p>,"<p>Bishop score, time from induction to delivery, uterine hyperstimulation, mode of delivery, birth weight, APGAR score, and neonatal intensive care unit admission.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Okon 2017,2017,PUB,26536911,<p>2-arm active-controlled randomised trial</p>,"<p>80 women</p><p>Inclusion criteria: women at a gestational age between 37 completed weeks and 41 weeks plus 3 days. Eligible participants required cervical ripening (Bishop score &lt;5) and induction of labour. They had a live singleton fetus in a cephalic presentation at term, intact membranes with no evidence of labour, no contraindications to vaginal delivery, and parity up to three.</p><p>Exclusion criteria: women with a history of uterine scar, twins, breech presentation, fetal anomalies, antepartum haemorrhage, polyhydramnios, or uterine fibroids during pregnancy. Additionally, women with a known allergy to prostaglandin preparations, anaemia (haemoglobin level &lt;10.5 g/dl or hematocrit level &lt;31%), bleeding disorders, or pelvic abnormalities</p>",<p>50 µg vaginal misoprostol Vs Foley catheter</p>,"<p>Mode of delivery, blood loss, and Bishop score.</p>","<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Olmo 2001,2001,PUB,26536915,<p>2-arm active-controlled randomised trial</p>,"<p>50 women</p><p>Inclusion criteria: (1) singleton and at term gestation, (2) cephalic presentation, and (3) a Bishop score&lt;4.</p><p>Exclusion criteria: (1) presence of uterine scar, (2) fever of undetermined cause, (3) suspicion or evidence of fetal distress, (4) maternal pathology with contraindication to using oxytocin or prostaglandins.</p>",<p>Oxytocin Vs Controlled-release dinoprostone vaginal pessary</p>,"<p>Bishop score, time from induction to delivery, mode of delivery, maternal side effects, and APGAR score.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
Oskei 2018,2018,PUB,26536917,<p>3-arm active-controlled randomised trial</p>,"<p>85 women</p><p>Inclusion criteria: pregnant women aged 20-30 years, with a gestational age of 40 weeks or more, a Bishop score of 4 or less, cephalic presentation, singleton pregnancy, and experiencing fewer than two contractions in 10 minutes.</p><p>Exclusion criteria: contraindications to misoprostol, premature rupture of the amniotic sac (PROM), intrauterine growth restriction (IUGR), polyhydramnios, oligohydramnios, suspected placental abruption, diabetes, pre-eclampsia, and any uterine scars.</p>",<p>25 µg vaginal misoprostol Vs Balloon catheter Vs Balloon catheter plus misoprostol</p>,<p>Mode of delivery and maternal and neonatal complications</p>,"<p>The corresponding author was requested to provide evidence of trial documentation and data, but no response was received by the time this review was published.</p>"
Ottervanger 1996,1996,PUB,26536919,<p>2-arm controlled randomised trial</p>,"<p>123 women</p><p>Inclusion criteria: a singleton pregnancy with a cephalic presentation and ruptured membranes for at least eight hours at a gestational age between 37 and 42 weeks.</p><p>Exclusion criteria: women with obstetric problems judged to require direct intervention, such as signs of intra-uterine infection, abnormal cardiotocographic registration or hypertensive disorders.</p>",<p>Oxytocin Vs Expectant management</p>,"<p>Mode of delivery, infectious morbidity, and analgesia.</p>",<p>Unable to find contact of authors to confirm unclear information.</p>
PACTR202101825071744,2020,PUB,26536923,<p>2-arm active-controlled randomised trial</p>,"<p>160 women</p><p>Inclusion criteria: live singleton gestations at 28 weeks and above with an indication for induction of labour.</p><p>Exclusion criteria: a history of previous Caesarean section or myomectomy, intrauterine fetal death, multiple gestation, breech presentation, or known allergy to misoprostol.</p>",<p>Sublingual misoprostol Vs 50 µg vaginal misoprostol</p>,"<p>Vaginal delivery, uterine tachysystole/hyperstimulation, time from induction to delivery, oxytocin augmentation, blood loss, APGAR score, and neonatal intensive care unit admission.</p>",<p>Recruitment status: completed</p><p>We attempted to clarify uncertain information with trial authors but did not receive a response by our planned deadline.</p>
Parazzini 1998,1998,PUB,26536925,<p>2-arm active-controlled randomised trial</p>,"<p>320 women</p><p>Inclusion criteria: women with physiological pregnancies, parity between 0 and 3, intact membranes, gestation beyond 40 weeks, a cervical Bishop's score of 5-7, fewer than six uterine contractions per hour, a single cephalic pregnancy, and no history of cesarean section or uterine surgery.</p><p>Exclusion criteria: women with any pregnancy complications, including diabetes and hypertension, or those with premature rupture of membranes.</p>",<p>Oxytocin Vs Vaginal dinoprostone</p>,"<p>Mode of delivery, time from induction to delivery, blood loss, APGAR score, and neonatal intensive care unit admission</p>","<p>There was some questionable and unclear information identified during the trustworthiness screening, but we were unable to identify the contact details of the first and corresponding authors.</p>"
